outer_repeat	outer_fold	fit_id	term	coefficient	nonzero	coefficient_sign	selected_alpha	selected_lambda	sparse_fit
1	1	R01F01	ANX	-0.0018325190502518	True	negative	0.0	0.419425010313919	False
1	1	R01F01	BIP	-0.0126967591057694	True	negative	0.0	0.419425010313919	False
1	1	R01F01	EA	0.0382071038749262	True	positive	0.0	0.419425010313919	False
1	1	R01F01	INSOM	0.0078699499849547	True	positive	0.0	0.419425010313919	False
1	1	R01F01	MDD	0.0024611673076945	True	positive	0.0	0.419425010313919	False
1	1	R01F01	NEUR	0.0062499080429663	True	positive	0.0	0.419425010313919	False
1	1	R01F01	SCZ	-0.0467080640181116	True	negative	0.0	0.419425010313919	False
1	1	R01F01	SWB	-0.0212286757945799	True	negative	0.0	0.419425010313919	False
1	2	R01F02	ANX	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	BIP	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	EA	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	INSOM	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	MDD	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	NEUR	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	SCZ	0.0	False	zero	1.0	0.0367776200736045	True
1	2	R01F02	SWB	0.0	False	zero	1.0	0.0367776200736045	True
1	3	R01F03	ANX	0.0	False	zero	0.1	0.144924804306539	True
1	3	R01F03	BIP	0.0	False	zero	0.1	0.144924804306539	True
1	3	R01F03	EA	0.0516535527016374	True	positive	0.1	0.144924804306539	True
1	3	R01F03	INSOM	0.0	False	zero	0.1	0.144924804306539	True
1	3	R01F03	MDD	0.0	False	zero	0.1	0.144924804306539	True
1	3	R01F03	NEUR	0.0	False	zero	0.1	0.144924804306539	True
1	3	R01F03	SCZ	-0.0164933257813233	True	negative	0.1	0.144924804306539	True
1	3	R01F03	SWB	0.0	False	zero	0.1	0.144924804306539	True
1	4	R01F04	ANX	0.0051372769438587	True	positive	0.0	0.761693989857824	False
1	4	R01F04	BIP	-0.0166469713545004	True	negative	0.0	0.761693989857824	False
1	4	R01F04	EA	0.0281871320151005	True	positive	0.0	0.761693989857824	False
1	4	R01F04	INSOM	0.0020464552445615	True	positive	0.0	0.761693989857824	False
1	4	R01F04	MDD	-0.005973346381908	True	negative	0.0	0.761693989857824	False
1	4	R01F04	NEUR	-0.0079991573104215	True	negative	0.0	0.761693989857824	False
1	4	R01F04	SCZ	-0.033386678246477	True	negative	0.0	0.761693989857824	False
1	4	R01F04	SWB	-0.0051282823101051	True	negative	0.0	0.761693989857824	False
1	5	R01F05	ANX	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	BIP	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	EA	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	INSOM	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	MDD	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	NEUR	0.0	False	zero	1.0	0.0180990553744494	True
1	5	R01F05	SCZ	-0.118186444815055	True	negative	1.0	0.0180990553744494	True
1	5	R01F05	SWB	0.0	False	zero	1.0	0.0180990553744494	True
1	6	R01F06	ANX	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	BIP	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	EA	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	INSOM	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	MDD	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	NEUR	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	SCZ	0.0	False	zero	0.5	0.0750942705021912	True
1	6	R01F06	SWB	0.0	False	zero	0.5	0.0750942705021912	True
1	7	R01F07	ANX	-0.0045221296788491	True	negative	0.0	0.38047223052032	False
1	7	R01F07	BIP	-0.01629400781446	True	negative	0.0	0.38047223052032	False
1	7	R01F07	EA	0.0261732071959326	True	positive	0.0	0.38047223052032	False
1	7	R01F07	INSOM	0.0088747408786818	True	positive	0.0	0.38047223052032	False
1	7	R01F07	MDD	-0.0023389392500522	True	negative	0.0	0.38047223052032	False
1	7	R01F07	NEUR	-0.0133796826990829	True	negative	0.0	0.38047223052032	False
1	7	R01F07	SCZ	-0.0380298101366055	True	negative	0.0	0.38047223052032	False
1	7	R01F07	SWB	-0.0448835170705888	True	negative	0.0	0.38047223052032	False
1	8	R01F08	ANX	0.003736750057848	True	positive	0.0	0.437879719018541	False
1	8	R01F08	BIP	0.0076722812550575	True	positive	0.0	0.437879719018541	False
1	8	R01F08	EA	0.0341813334018183	True	positive	0.0	0.437879719018541	False
1	8	R01F08	INSOM	0.0115940987234493	True	positive	0.0	0.437879719018541	False
1	8	R01F08	MDD	0.0051493628759509	True	positive	0.0	0.437879719018541	False
1	8	R01F08	NEUR	-0.0102074165046381	True	negative	0.0	0.437879719018541	False
1	8	R01F08	SCZ	-0.041962569884286	True	negative	0.0	0.437879719018541	False
1	8	R01F08	SWB	-0.027984111157799	True	negative	0.0	0.437879719018541	False
1	9	R01F09	ANX	-0.0047032533824432	True	negative	0.0	0.757719065285455	False
1	9	R01F09	BIP	-0.0079500513049543	True	negative	0.0	0.757719065285455	False
1	9	R01F09	EA	0.0391701449326083	True	positive	0.0	0.757719065285455	False
1	9	R01F09	INSOM	0.0043659818248301	True	positive	0.0	0.757719065285455	False
1	9	R01F09	MDD	0.0109343133458102	True	positive	0.0	0.757719065285455	False
1	9	R01F09	NEUR	0.002121090825938	True	positive	0.0	0.757719065285455	False
1	9	R01F09	SCZ	-0.0258613974862609	True	negative	0.0	0.757719065285455	False
1	9	R01F09	SWB	-0.0204835012913386	True	negative	0.0	0.757719065285455	False
1	10	R01F10	ANX	0.0016782569480011	True	positive	0.0	0.491677462233686	False
1	10	R01F10	BIP	-0.0181574249678144	True	negative	0.0	0.491677462233686	False
1	10	R01F10	EA	0.0295804619725021	True	positive	0.0	0.491677462233686	False
1	10	R01F10	INSOM	0.010952694855998	True	positive	0.0	0.491677462233686	False
1	10	R01F10	MDD	0.0023723709235402	True	positive	0.0	0.491677462233686	False
1	10	R01F10	NEUR	-0.0051603787489449	True	negative	0.0	0.491677462233686	False
1	10	R01F10	SCZ	-0.0448289871549119	True	negative	0.0	0.491677462233686	False
1	10	R01F10	SWB	-0.0126783329197054	True	negative	0.0	0.491677462233686	False
2	1	R02F01	ANX	-0.0047606609741273	True	negative	0.0	0.382238824863187	False
2	1	R02F01	BIP	-0.0040417206113823	True	negative	0.0	0.382238824863187	False
2	1	R02F01	EA	0.0389945823584477	True	positive	0.0	0.382238824863187	False
2	1	R02F01	INSOM	0.0019523129242853	True	positive	0.0	0.382238824863187	False
2	1	R02F01	MDD	0.0115865728267024	True	positive	0.0	0.382238824863187	False
2	1	R02F01	NEUR	-0.0181186051111638	True	negative	0.0	0.382238824863187	False
2	1	R02F01	SCZ	-0.0378725862302856	True	negative	0.0	0.382238824863187	False
2	1	R02F01	SWB	-0.0155998835134458	True	negative	0.0	0.382238824863187	False
2	2	R02F02	ANX	0.0	False	zero	1.0	0.0227461298745526	True
2	2	R02F02	BIP	0.0	False	zero	1.0	0.0227461298745526	True
2	2	R02F02	EA	0.0056530274985063	True	positive	1.0	0.0227461298745526	True
2	2	R02F02	INSOM	0.0	False	zero	1.0	0.0227461298745526	True
2	2	R02F02	MDD	0.0	False	zero	1.0	0.0227461298745526	True
2	2	R02F02	NEUR	0.0	False	zero	1.0	0.0227461298745526	True
2	2	R02F02	SCZ	-0.106784725257611	True	negative	1.0	0.0227461298745526	True
2	2	R02F02	SWB	0.0	False	zero	1.0	0.0227461298745526	True
2	3	R02F03	ANX	-0.0040457949685831	True	negative	0.0	0.52518807361395	False
2	3	R02F03	BIP	-0.0151130539792826	True	negative	0.0	0.52518807361395	False
2	3	R02F03	EA	0.0208295495677712	True	positive	0.0	0.52518807361395	False
2	3	R02F03	INSOM	-0.000229083891093	True	negative	0.0	0.52518807361395	False
2	3	R02F03	MDD	-0.0043692837574808	True	negative	0.0	0.52518807361395	False
2	3	R02F03	NEUR	-0.0043164639225922	True	negative	0.0	0.52518807361395	False
2	3	R02F03	SCZ	-0.0200621113456358	True	negative	0.0	0.52518807361395	False
2	3	R02F03	SWB	-0.0091178578413002	True	negative	0.0	0.52518807361395	False
2	4	R02F04	ANX	-0.0032288780579024	True	negative	0.0	0.756820643533676	False
2	4	R02F04	BIP	-0.0034610889013717	True	negative	0.0	0.756820643533676	False
2	4	R02F04	EA	0.0226420984588795	True	positive	0.0	0.756820643533676	False
2	4	R02F04	INSOM	0.0016593418602588	True	positive	0.0	0.756820643533676	False
2	4	R02F04	MDD	-0.0078242024608209	True	negative	0.0	0.756820643533676	False
2	4	R02F04	NEUR	-0.0191188125961602	True	negative	0.0	0.756820643533676	False
2	4	R02F04	SCZ	-0.0179408743837231	True	negative	0.0	0.756820643533676	False
2	4	R02F04	SWB	-0.0120820275383075	True	negative	0.0	0.756820643533676	False
2	5	R02F05	ANX	0.0	False	zero	0.1	0.141423756812904	True
2	5	R02F05	BIP	0.0	False	zero	0.1	0.141423756812904	True
2	5	R02F05	EA	0.0151158732078755	True	positive	0.1	0.141423756812904	True
2	5	R02F05	INSOM	0.0	False	zero	0.1	0.141423756812904	True
2	5	R02F05	MDD	0.0	False	zero	0.1	0.141423756812904	True
2	5	R02F05	NEUR	0.0	False	zero	0.1	0.141423756812904	True
2	5	R02F05	SCZ	-0.0449769148485936	True	negative	0.1	0.141423756812904	True
2	5	R02F05	SWB	0.0	False	zero	0.1	0.141423756812904	True
2	6	R02F06	ANX	0.0	False	zero	0.1	0.116724700073325	True
2	6	R02F06	BIP	0.0	False	zero	0.1	0.116724700073325	True
2	6	R02F06	EA	0.0712177000638856	True	positive	0.1	0.116724700073325	True
2	6	R02F06	INSOM	0.0	False	zero	0.1	0.116724700073325	True
2	6	R02F06	MDD	0.0	False	zero	0.1	0.116724700073325	True
2	6	R02F06	NEUR	0.0	False	zero	0.1	0.116724700073325	True
2	6	R02F06	SCZ	-0.0407282593323957	True	negative	0.1	0.116724700073325	True
2	6	R02F06	SWB	-0.0436767400217399	True	negative	0.1	0.116724700073325	True
2	7	R02F07	ANX	-0.0098405940652671	True	negative	0.0	0.223362627258397	False
2	7	R02F07	BIP	-0.0510071705400543	True	negative	0.0	0.223362627258397	False
2	7	R02F07	EA	0.08900997441702	True	positive	0.0	0.223362627258397	False
2	7	R02F07	INSOM	0.0403986890555544	True	positive	0.0	0.223362627258397	False
2	7	R02F07	MDD	-0.0499602331582088	True	negative	0.0	0.223362627258397	False
2	7	R02F07	NEUR	0.0261478170596826	True	positive	0.0	0.223362627258397	False
2	7	R02F07	SCZ	-0.0732953471382456	True	negative	0.0	0.223362627258397	False
2	7	R02F07	SWB	-0.0134015978037173	True	negative	0.0	0.223362627258397	False
2	8	R02F08	ANX	0.0079957890060421	True	positive	0.0	0.217224099112928	False
2	8	R02F08	BIP	-0.0206821709039266	True	negative	0.0	0.217224099112928	False
2	8	R02F08	EA	0.0341984053181539	True	positive	0.0	0.217224099112928	False
2	8	R02F08	INSOM	0.0455202813623048	True	positive	0.0	0.217224099112928	False
2	8	R02F08	MDD	-0.0031805758321626	True	negative	0.0	0.217224099112928	False
2	8	R02F08	NEUR	-0.0120526355354632	True	negative	0.0	0.217224099112928	False
2	8	R02F08	SCZ	-0.0623638471549132	True	negative	0.0	0.217224099112928	False
2	8	R02F08	SWB	-0.0217796357528665	True	negative	0.0	0.217224099112928	False
2	9	R02F09	ANX	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	BIP	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	EA	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	INSOM	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	MDD	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	NEUR	0.0	False	zero	0.9	0.0248959177690284	True
2	9	R02F09	SCZ	-0.0515526576902309	True	negative	0.9	0.0248959177690284	True
2	9	R02F09	SWB	0.0	False	zero	0.9	0.0248959177690284	True
2	10	R02F10	ANX	0.0	False	zero	0.1	0.122684832415304	True
2	10	R02F10	BIP	-0.0027857025553471	True	negative	0.1	0.122684832415304	True
2	10	R02F10	EA	0.006989064167221	True	positive	0.1	0.122684832415304	True
2	10	R02F10	INSOM	0.0	False	zero	0.1	0.122684832415304	True
2	10	R02F10	MDD	0.0	False	zero	0.1	0.122684832415304	True
2	10	R02F10	NEUR	0.0	False	zero	0.1	0.122684832415304	True
2	10	R02F10	SCZ	-0.0459431233120635	True	negative	0.1	0.122684832415304	True
2	10	R02F10	SWB	0.0	False	zero	0.1	0.122684832415304	True
3	1	R03F01	ANX	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	BIP	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	EA	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	INSOM	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	MDD	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	NEUR	0.0	False	zero	0.5	0.055207557094053	True
3	1	R03F01	SCZ	-0.0346973731561092	True	negative	0.5	0.055207557094053	True
3	1	R03F01	SWB	0.0	False	zero	0.5	0.055207557094053	True
3	2	R03F02	ANX	0.0	False	zero	0.1	0.135085803617761	True
3	2	R03F02	BIP	-0.0021805374200743	True	negative	0.1	0.135085803617761	True
3	2	R03F02	EA	0.0066675425320649	True	positive	0.1	0.135085803617761	True
3	2	R03F02	INSOM	0.0	False	zero	0.1	0.135085803617761	True
3	2	R03F02	MDD	0.0	False	zero	0.1	0.135085803617761	True
3	2	R03F02	NEUR	0.0	False	zero	0.1	0.135085803617761	True
3	2	R03F02	SCZ	-0.0167615453924925	True	negative	0.1	0.135085803617761	True
3	2	R03F02	SWB	0.0	False	zero	0.1	0.135085803617761	True
3	3	R03F03	ANX	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	BIP	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	EA	0.0503449112010507	True	positive	0.4	0.0546001791997016	True
3	3	R03F03	INSOM	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	MDD	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	NEUR	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	SCZ	0.0	False	zero	0.4	0.0546001791997016	True
3	3	R03F03	SWB	0.0	False	zero	0.4	0.0546001791997016	True
3	4	R03F04	ANX	0.0	False	zero	0.1	0.107049251193619	True
3	4	R03F04	BIP	-0.0135921556385112	True	negative	0.1	0.107049251193619	True
3	4	R03F04	EA	0.0	False	zero	0.1	0.107049251193619	True
3	4	R03F04	INSOM	0.0	False	zero	0.1	0.107049251193619	True
3	4	R03F04	MDD	0.0	False	zero	0.1	0.107049251193619	True
3	4	R03F04	NEUR	0.0	False	zero	0.1	0.107049251193619	True
3	4	R03F04	SCZ	-0.0961283832426752	True	negative	0.1	0.107049251193619	True
3	4	R03F04	SWB	0.0	False	zero	0.1	0.107049251193619	True
3	5	R03F05	ANX	-0.0002597504028714	True	negative	0.0	0.584975336698826	False
3	5	R03F05	BIP	-0.0071907542479837	True	negative	0.0	0.584975336698826	False
3	5	R03F05	EA	0.0365042887763885	True	positive	0.0	0.584975336698826	False
3	5	R03F05	INSOM	-0.0205905456742167	True	negative	0.0	0.584975336698826	False
3	5	R03F05	MDD	0.0046705941234318	True	positive	0.0	0.584975336698826	False
3	5	R03F05	NEUR	-0.0001196715453803	True	negative	0.0	0.584975336698826	False
3	5	R03F05	SCZ	-0.0362170924980009	True	negative	0.0	0.584975336698826	False
3	5	R03F05	SWB	-0.0105928635787017	True	negative	0.0	0.584975336698826	False
3	6	R03F06	ANX	0.0	False	zero	0.1	0.117743957614286	True
3	6	R03F06	BIP	0.0	False	zero	0.1	0.117743957614286	True
3	6	R03F06	EA	0.0110711057597915	True	positive	0.1	0.117743957614286	True
3	6	R03F06	INSOM	0.0038853729809723	True	positive	0.1	0.117743957614286	True
3	6	R03F06	MDD	0.0	False	zero	0.1	0.117743957614286	True
3	6	R03F06	NEUR	0.0	False	zero	0.1	0.117743957614286	True
3	6	R03F06	SCZ	-0.0424738320282857	True	negative	0.1	0.117743957614286	True
3	6	R03F06	SWB	0.0	False	zero	0.1	0.117743957614286	True
3	7	R03F07	ANX	0.0033601381027976	True	positive	0.0	0.213254265591736	False
3	7	R03F07	BIP	-0.0360078672815292	True	negative	0.0	0.213254265591736	False
3	7	R03F07	EA	0.050285309104647	True	positive	0.0	0.213254265591736	False
3	7	R03F07	INSOM	0.0258802227722606	True	positive	0.0	0.213254265591736	False
3	7	R03F07	MDD	0.0158098150844744	True	positive	0.0	0.213254265591736	False
3	7	R03F07	NEUR	0.0070796086172948	True	positive	0.0	0.213254265591736	False
3	7	R03F07	SCZ	-0.063961803027773	True	negative	0.0	0.213254265591736	False
3	7	R03F07	SWB	-0.0156652235989772	True	negative	0.0	0.213254265591736	False
3	8	R03F08	ANX	0.0064958843054939	True	positive	0.0	0.291598099211494	False
3	8	R03F08	BIP	-0.0229620764200873	True	negative	0.0	0.291598099211494	False
3	8	R03F08	EA	0.0436716015827362	True	positive	0.0	0.291598099211494	False
3	8	R03F08	INSOM	0.0557725533130968	True	positive	0.0	0.291598099211494	False
3	8	R03F08	MDD	-0.0089747875374599	True	negative	0.0	0.291598099211494	False
3	8	R03F08	NEUR	-0.0076538384719264	True	negative	0.0	0.291598099211494	False
3	8	R03F08	SCZ	-0.0665381961315051	True	negative	0.0	0.291598099211494	False
3	8	R03F08	SWB	-0.0516257286166444	True	negative	0.0	0.291598099211494	False
3	9	R03F09	ANX	-0.0027936125223902	True	negative	0.0	1.17518582631	False
3	9	R03F09	BIP	-0.0108624421654087	True	negative	0.0	1.17518582631	False
3	9	R03F09	EA	0.0161733975092213	True	positive	0.0	1.17518582631	False
3	9	R03F09	INSOM	0.0050487176667028	True	positive	0.0	1.17518582631	False
3	9	R03F09	MDD	-0.0099013149776619	True	negative	0.0	1.17518582631	False
3	9	R03F09	NEUR	-0.0064399854505565	True	negative	0.0	1.17518582631	False
3	9	R03F09	SCZ	-0.0174722502234803	True	negative	0.0	1.17518582631	False
3	9	R03F09	SWB	-0.0070639025630564	True	negative	0.0	1.17518582631	False
3	10	R03F10	ANX	-0.0035713407691985	True	negative	0.0	0.40123806486587	False
3	10	R03F10	BIP	-0.010147250022579	True	negative	0.0	0.40123806486587	False
3	10	R03F10	EA	0.0457803690047602	True	positive	0.0	0.40123806486587	False
3	10	R03F10	INSOM	0.0049276245622125	True	positive	0.0	0.40123806486587	False
3	10	R03F10	MDD	0.0004411121130064	True	positive	0.0	0.40123806486587	False
3	10	R03F10	NEUR	0.0102516269388996	True	positive	0.0	0.40123806486587	False
3	10	R03F10	SCZ	-0.0460278458119044	True	negative	0.0	0.40123806486587	False
3	10	R03F10	SWB	-0.0174449429152084	True	negative	0.0	0.40123806486587	False
4	1	R04F01	ANX	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	BIP	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	EA	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	INSOM	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	MDD	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	NEUR	0.0	False	zero	1.0	0.0295504321261795	True
4	1	R04F01	SCZ	-0.0029050990142329	True	negative	1.0	0.0295504321261795	True
4	1	R04F01	SWB	0.0	False	zero	1.0	0.0295504321261795	True
4	2	R04F02	ANX	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	BIP	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	EA	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	INSOM	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	MDD	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	NEUR	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	SCZ	0.0	False	zero	1.0	0.0242621415376999	True
4	2	R04F02	SWB	0.0	False	zero	1.0	0.0242621415376999	True
4	3	R04F03	ANX	0.0049530518758625	True	positive	0.0	0.223658056648279	False
4	3	R04F03	BIP	-0.0243017210164641	True	negative	0.0	0.223658056648279	False
4	3	R04F03	EA	0.0646153676039158	True	positive	0.0	0.223658056648279	False
4	3	R04F03	INSOM	0.0287433421832508	True	positive	0.0	0.223658056648279	False
4	3	R04F03	MDD	0.0030446092184926	True	positive	0.0	0.223658056648279	False
4	3	R04F03	NEUR	1.99283094489767e-05	True	positive	0.0	0.223658056648279	False
4	3	R04F03	SCZ	-0.0530910231118901	True	negative	0.0	0.223658056648279	False
4	3	R04F03	SWB	-0.0315209153162202	True	negative	0.0	0.223658056648279	False
4	4	R04F04	ANX	0.003966514214827	True	positive	0.0	0.251561680375567	False
4	4	R04F04	BIP	-0.017619223204646	True	negative	0.0	0.251561680375567	False
4	4	R04F04	EA	0.0429780753669348	True	positive	0.0	0.251561680375567	False
4	4	R04F04	INSOM	0.032099060816133	True	positive	0.0	0.251561680375567	False
4	4	R04F04	MDD	0.0189705415786345	True	positive	0.0	0.251561680375567	False
4	4	R04F04	NEUR	-0.0039257797413275	True	negative	0.0	0.251561680375567	False
4	4	R04F04	SCZ	-0.0846454289236425	True	negative	0.0	0.251561680375567	False
4	4	R04F04	SWB	-0.0068001620799863	True	negative	0.0	0.251561680375567	False
4	5	R04F05	ANX	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	BIP	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	EA	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	INSOM	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	MDD	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	NEUR	0.0	False	zero	0.9	0.0257222964048513	True
4	5	R04F05	SCZ	-0.0368109217025175	True	negative	0.9	0.0257222964048513	True
4	5	R04F05	SWB	0.0	False	zero	0.9	0.0257222964048513	True
4	6	R04F06	ANX	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	BIP	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	EA	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	INSOM	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	MDD	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	NEUR	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	SCZ	0.0	False	zero	0.8	0.0452641491027849	True
4	6	R04F06	SWB	0.0	False	zero	0.8	0.0452641491027849	True
4	7	R04F07	ANX	0.0066498782427825	True	positive	0.0	0.407672419803205	False
4	7	R04F07	BIP	-0.0310050755326511	True	negative	0.0	0.407672419803205	False
4	7	R04F07	EA	0.0560164650329528	True	positive	0.0	0.407672419803205	False
4	7	R04F07	INSOM	0.0005023643680537	True	positive	0.0	0.407672419803205	False
4	7	R04F07	MDD	0.0004134872954351	True	positive	0.0	0.407672419803205	False
4	7	R04F07	NEUR	-8.93670702646085e-05	True	negative	0.0	0.407672419803205	False
4	7	R04F07	SCZ	-0.0381815501744277	True	negative	0.0	0.407672419803205	False
4	7	R04F07	SWB	-0.0058096102613715	True	negative	0.0	0.407672419803205	False
4	8	R04F08	ANX	0.0020591513660698	True	positive	0.0	0.560029394950012	False
4	8	R04F08	BIP	-0.0163108168314312	True	negative	0.0	0.560029394950012	False
4	8	R04F08	EA	0.0282451923763369	True	positive	0.0	0.560029394950012	False
4	8	R04F08	INSOM	0.0027976229513545	True	positive	0.0	0.560029394950012	False
4	8	R04F08	MDD	0.000558568665968	True	positive	0.0	0.560029394950012	False
4	8	R04F08	NEUR	-0.0051147091699327	True	negative	0.0	0.560029394950012	False
4	8	R04F08	SCZ	-0.0340874550773128	True	negative	0.0	0.560029394950012	False
4	8	R04F08	SWB	-0.0240442007986183	True	negative	0.0	0.560029394950012	False
4	9	R04F09	ANX	0.001831019135709	True	positive	0.0	0.508213588496043	False
4	9	R04F09	BIP	-0.016846382899607	True	negative	0.0	0.508213588496043	False
4	9	R04F09	EA	0.0230183673827846	True	positive	0.0	0.508213588496043	False
4	9	R04F09	INSOM	0.015942324211921	True	positive	0.0	0.508213588496043	False
4	9	R04F09	MDD	-0.0024287710868254	True	negative	0.0	0.508213588496043	False
4	9	R04F09	NEUR	-0.0118261184788963	True	negative	0.0	0.508213588496043	False
4	9	R04F09	SCZ	-0.0412794089783648	True	negative	0.0	0.508213588496043	False
4	9	R04F09	SWB	-0.0182733678466385	True	negative	0.0	0.508213588496043	False
4	10	R04F10	ANX	0.0	False	zero	0.2	0.0703513075648175	True
4	10	R04F10	BIP	0.0	False	zero	0.2	0.0703513075648175	True
4	10	R04F10	EA	0.0041391626436243	True	positive	0.2	0.0703513075648175	True
4	10	R04F10	INSOM	0.0	False	zero	0.2	0.0703513075648175	True
4	10	R04F10	MDD	0.0	False	zero	0.2	0.0703513075648175	True
4	10	R04F10	NEUR	0.0	False	zero	0.2	0.0703513075648175	True
4	10	R04F10	SCZ	-0.0574502824324216	True	negative	0.2	0.0703513075648175	True
4	10	R04F10	SWB	0.0	False	zero	0.2	0.0703513075648175	True
5	1	R05F01	ANX	-0.0006470536557472	True	negative	0.0	0.398342771888551	False
5	1	R05F01	BIP	-0.012989270213573	True	negative	0.0	0.398342771888551	False
5	1	R05F01	EA	0.04920759846426	True	positive	0.0	0.398342771888551	False
5	1	R05F01	INSOM	0.0039062243236468	True	positive	0.0	0.398342771888551	False
5	1	R05F01	MDD	-0.0025375138425064	True	negative	0.0	0.398342771888551	False
5	1	R05F01	NEUR	-0.0062052051399839	True	negative	0.0	0.398342771888551	False
5	1	R05F01	SCZ	-0.0444969090966342	True	negative	0.0	0.398342771888551	False
5	1	R05F01	SWB	-0.0277724589050137	True	negative	0.0	0.398342771888551	False
5	2	R05F02	ANX	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	BIP	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	EA	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	INSOM	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	MDD	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	NEUR	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	SCZ	0.0	False	zero	1.0	0.0335318195936138	True
5	2	R05F02	SWB	0.0	False	zero	1.0	0.0335318195936138	True
5	3	R05F03	ANX	-0.0020789482544441	True	negative	0.0	0.333550316684264	False
5	3	R05F03	BIP	-0.013697095043432	True	negative	0.0	0.333550316684264	False
5	3	R05F03	EA	0.0264631232240837	True	positive	0.0	0.333550316684264	False
5	3	R05F03	INSOM	0.0266547388015933	True	positive	0.0	0.333550316684264	False
5	3	R05F03	MDD	0.0031163789359338	True	positive	0.0	0.333550316684264	False
5	3	R05F03	NEUR	-0.0111427984556211	True	negative	0.0	0.333550316684264	False
5	3	R05F03	SCZ	-0.0628032032893175	True	negative	0.0	0.333550316684264	False
5	3	R05F03	SWB	-0.0059651121200593	True	negative	0.0	0.333550316684264	False
5	4	R05F04	ANX	0.0	False	zero	0.1	0.126329003537837	True
5	4	R05F04	BIP	0.0	False	zero	0.1	0.126329003537837	True
5	4	R05F04	EA	0.0184557413504366	True	positive	0.1	0.126329003537837	True
5	4	R05F04	INSOM	0.0	False	zero	0.1	0.126329003537837	True
5	4	R05F04	MDD	0.0	False	zero	0.1	0.126329003537837	True
